NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN3 5720, LN3 8690, HN3 6458
CN4 7205, LN4 0175, HN4 8933

CN0 6578, LN0 9448, HN0 7206
CN1 8053, LN1 1923, HN1 9781
CN2 0538, LN2 3408, HN2 1266
CN3 2013, LN3 5983, HN3 3741
CN4 4598, LN4 7468, HN4 5226

CN0 6572, LN0 9442, HN0 7200
CN1 8057, LN1 1927, HN1 9785
CN2 0532, LN2 3402, HN2 1260
CN3 2017, LN3 5987, HN3 3745
CN4 4592, LN4 7462, HN4 5220

CN0 4916, LN0 7886, HN0 5644
CN1 6491, LN1 9361, HN1 7129
CN2 8976, LN2 1846, HN2 9604
CN3 0451, LN3 3321, HN3 1189
CN4 2936, LN4 5806, HN4 3664

CN0 4093, LN0 7963, HN0 5721
CN1 6578, LN1 9448, HN1 7206
CN2 8053, LN2 1923, HN2 9781
CN3 0538, LN3 3408, HN3 1266
CN4 2013, LN4 5983, HN4 3741

CN0 4693, LN0 7563, HN0 5321
CN1 6178, LN1 9048, HN1 7806
CN2 8653, LN2 1523, HN2 9381
CN3 0138, LN3 3008, HN3 1866
CN4 2613, LN4 5583, HN4 3341

CN0 6875, LN0 9745, HN0 7503
CN1 8350, LN1 1220, HN1 9088
CN2 0835, LN2 3705, HN2 1563
CN3 2310, LN3 5280, HN3 3048
CN4 4895, LN4 7765, HN4 5523

CN0 5401, LN0 8371, HN0 6139
CN1 7986, LN1 0856, HN1 8614
CN2 9461, LN2 2331, HN2 0199
CN3 1946, LN3 4816, HN3 2674
CN4 3421, LN4 6391, HN4 4159

CN0 6512, LN0 9482, HN0 7240
CN1 8097, LN1 1967, HN1 9725
CN2 0572, LN2 3442, HN2 1200
CN3 2057, LN3 5927, HN3 3785
CN4 4532, LN4 7402, HN4 5260

CN0 4093, LN0 7963, HN0 5721
CN1 6578, LN1 9448, HN1 7206
CN2 8053, LN2 1923, HN2 9781
CN3 0538, LN3 3408, HN3 1266
CN4 2013, LN4 5983, HN4 3741

CN0 7063, LN0 0933, HN0 8791
CN1 9548, LN1 2418, HN1 0276
CN2 1023, LN2 4993, HN2 2751
CN3 3508, LN3 6478, HN3 4236
CN4 5083, LN4 8953, HN4 6711

CN0 6912, LN0 9882, HN0 7640
CN1 8497, LN1 1367, HN1 9125
CN2 0972, LN2 3842, HN2 1600
CN3 2457, LN3 5327, HN3 3185
CN4 4932, LN4 7802, HN4 5660

CN0 7326, LN0 0296, HN0 8054
CN1 9801, LN1 2771, HN1 0539
CN2 1386, LN2 4256, HN2 2014
CN3 3861, LN3 6731, HN3 4599
CN4 5346, LN4 8216, HN4 6074

CN0 2871, LN0 5741, HN0 3509
CN1 4356, LN1 7226, HN1 5084
CN2 6831, LN2 9701, HN2 7569
CN3 8316, LN3 1286, HN3 9044
CN4 0891, LN4 3761, HN4 1529

CN0 8730, LN0 1600, HN0 9468
CN1 0215, LN1 3185, HN1 1943
CN2 2790, LN2 5660, HN2 3428
CN3 4275, LN3 7145, HN3 5903
CN4 6750, LN4 9620, HN4 7488

CN0 8437, LN0 1307, HN0 9165
CN1 0912, LN1 3882, HN1 1640
CN2 2497, LN2 5367, HN2 3125
CN3 4972, LN3 7842, HN3 5600
CN4 6457, LN4 9327, HN4 7185

CN0 6219, LN0 9189, HN0 7947
CN1 8794, LN1 1664, HN1 9422
CN2 0279, LN2 3149, HN2 1907
CN3 2754, LN3 5624, HN3 3482
CN4 4239, LN4 7109, HN4 5967

CN0 4730, LN0 7600, HN0 5468
CN1 6215, LN1 9185, HN1 7943
CN2 8790, LN2 1660, HN2 9428
CN3 0275, LN3 3145, HN3 1903
CN4 2750, LN4 5620, HN4 3488

CN0 3286, LN0 6156, HN0 4914
CN1 5761, LN1 8631, HN1 6499
CN2 7246, LN2 0116, HN2 8974
CN3 9721, LN3 2691, HN3 0459
CN4 1206, LN4 4176, HN4 2934

CN0 6271, LN0 9141, HN0 7909
CN1 8756, LN1 1626, HN1 9484
CN2 0231, LN2 3101, HN2 1969
CN3 2716, LN3 5686, HN3 3444
CN4 4291, LN4 7161, HN4 5929

CN0 7023, LN0 0993, HN0 8751
CN1 9508, LN1 2478, HN1 0236
CN2 1083, LN2 4953, HN2 2711
CN3 3568, LN3 6438, HN3 4296
CN4 5043, LN4 8913, HN4 6771

CN0 5067, LN0 8937, HN0 6795
CN1 7542, LN1 0412, HN1 8270
CN2 9027, LN2 2997, HN2 0755
CN3 1502, LN3 4472, HN3 2230
CN4 3087, LN4 6957, HN4 4715

CN0 5160, LN0 8030, HN0 6898
CN1 7645, LN1 0515, HN1 8373
CN2 9120, LN2 2090, HN2 0858
CN3 1605, LN3 4575, HN3 2333
CN4 3180, LN4 6050, HN4 4818

CN0 8390, LN0 1260, HN0 9028
CN1 0875, LN1 3745, HN1 1503
CN2 2350, LN2 5220, HN2 3088
CN3 4835, LN3 7705, HN3 5563
CN4 6310, LN4 9280, HN4 7048

CN0 7926, LN0 0896, HN0 8654
CN1 9401, LN1 2371, HN1 0139
CN2 1986, LN2 4856, HN2 2614
CN3 3461, LN3 6331, HN3 4199
CN4 5946, LN4 8816, HN4 6674

CN0 8497, LN0 1367, HN0 9125
CN1 0972, LN1 3842, HN1 1600
CN2 2457, LN2 5327, HN2 3185
CN3 4932, LN3 7802, HN3 5660
CN4 6417, LN4 9387, HN4 7145

CN0 5107, LN0 8077, HN0 6835
CN1 7682, LN1 0552, HN1 8310
CN2 9167, LN2 2037, HN2 0895
CN3 1642, LN3 4512, HN3 2370
CN4 3127, LN4 6097, HN4 4855

CN0 6912, LN0 9882, HN0 7640
CN1 8497, LN1 1367, HN1 9125
CN2 0972, LN2 3842, HN2 1600
CN3 2457, LN3 5327, HN3 3185
CN4 4932, LN4 7802, HN4 5660

CN0 5067, LN0 8937, HN0 6795
CN1 7542, LN1 0412, HN1 8270
CN2 9027, LN2 2997, HN2 0755
CN3 1502, LN3 4472, HN3 2230
CN4 3087, LN4 6957, HN4 4715

CN0 5067, LN0 8937, HN0 6795
CN1 7542, LN1 0412, HN1 8270
CN2 9027, LN2 2997, HN2 0755
CN3 1502, LN3 4472, HN3 2230
CN4 3087, LN4 6957, HN4 4715

CN0 7063, LN0 0933, HN0 8791
CN1 9548, LN1 2418, HN1 0276
CN2 1023, LN2 4993, HN2 2751
CN3 3508, LN3 6478, HN3 4236
CN4 5083, LN4 8953, HN4 6711

CN0 7629, LN0 0599, HN0 8357
CN1 9104, LN1 2074, HN1 0832
CN2 1689, LN2 4559, HN2 2317
CN3 3164, LN3 6034, HN3 4892
CN4 5649, LN4 8519, HN4 6377

CN0 9504, LN0 2474, HN0 0232
CN1 1089, LN1 4959, HN1 2717
CN2 3564, LN2 6434, HN2 4292
CN3 5049, LN3 8919, HN3 6777
CN4 7524, LN4 0494, HN4 8252

CN0 5108, LN0 8078, HN0 6836
CN1 7683, LN1 0553, HN1 8311
CN2 9168, LN2 2038, HN2 0896
CN3 1643, LN3 4513, HN3 2371
CN4 3128, LN4 6098, HN4 4856

CN0 8134, LN0 1004, HN0 9862
CN1 0619, LN1 3589, HN1 1347
CN2 2194, LN2 5064, HN2 3822
CN3 4679, LN3 7549, HN3 5307
CN4 6154, LN4 9024, HN4 7882

CN0 8793, LN0 1663, HN0 9421
CN1 0278, LN1 3148, HN1 1906
CN2 2753, LN2 5623, HN2 3481
CN3 4238, LN3 7108, HN3 5966
CN4 6713, LN4 9683, HN4 7441

CN0 8037, LN0 1907, HN0 9765
CN1 0512, LN1 3482, HN1 1240
CN2 2097, LN2 5967, HN2 3725
CN3 4572, LN3 7442, HN3 5200
CN4 6057, LN4 9927, HN4 7785

CN0 2874, LN0 5744, HN0 3502
CN1 4359, LN1 7229, HN1 5087
CN2 6834, LN2 9704, HN2 7562
CN3 8319, LN3 1289, HN3 9047
CN4 0894, LN4 3764, HN4 1522

CN0 8794, LN0 1664, HN0 9422
CN1 0279, LN1 3149, HN1 1907
CN2 2754, LN2 5624, HN2 3482
CN3 4239, LN3 7109, HN3 5967
CN4 6714, LN4 9684, HN4 7442

CN0 2518, LN0 5488, HN0 3246
CN1 4093, LN1 7963, HN1 5721
CN2 6578, LN2 9448, HN2 7206
CN3 8053, LN3 1923, HN3 9781
CN4 0538, LN4 3408, HN4 1266

CN0 5408, LN0 8378, HN0 6136
CN1 7983, LN1 0853, HN1 8611
CN2 9468, LN2 2338, HN2 0196
CN3 1943, LN3 4813, HN3 2671
CN4 3428, LN4 6398, HN4 4156

CN0 8493, LN0 1363, HN0 9121
CN1 0978, LN1 3848, HN1 1606
CN2 2453, LN2 5323, HN2 3181
CN3 4938, LN3 7808, HN3 5666
CN4 6413, LN4 9383, HN4 7141

CN0 2478, LN0 5348, HN0 3106
CN1 4953, LN1 7823, HN1 5681
CN2 6438, LN2 9308, HN2 7166
CN3 8913, LN3 1883, HN3 9641
CN4 0498, LN4 3368, HN4 1126

CN0 3926, LN0 6896, HN0 4654
CN1 5401, LN1 8371, HN1 6139
CN2 7986, LN2 0856, HN2 8614
CN3 9461, LN3 2331, HN3 0199
CN4 1946, LN4 4816, HN4 2674

CN0 7986, LN0 0856, HN0 8614
CN1 9461, LN1 2331, HN1 0199
CN2 1946, LN2 4816, HN2 2674
CN3 3421, LN3 6391, HN3 4159
CN4 5906, LN4 8876, HN4 6634

CN0 5027, LN0 8997, HN0 6755
CN1 7502, LN1 0472, HN1 8230
CN2 9087, LN2 2957, HN2 0715
CN3 1562, LN3 4432, HN3 2290
CN4 3047, LN4 6917, HN4 4775

CN0 6178, LN0 9048, HN0 7806
CN1 8653, LN1 1523, HN1 9381
CN2 0138, LN2 3008, HN2 1866
CN3 2613, LN3 5583, HN3 3341
CN4 4198, LN4 7068, HN4 5826

CN0 4690, LN0 7560, HN0 5328
CN1 6175, LN1 9045, HN1 7803
CN2 8650, LN2 1520, HN2 9388
CN3 0135, LN3 3005, HN3 1863
CN4 2610, LN4 5580, HN4 3348

CN0 2174, LN0 5044, HN0 3802
CN1 4659, LN1 7529, HN1 5387
CN2 6134, LN2 9004, HN2 7862
CN3 8619, LN3 1589, HN3 9347
CN4 0194, LN4 3064, HN4 1822

CN0 6271, LN0 9141, HN0 7909
CN1 8756, LN1 1626, HN1 9484
CN2 0231, LN2 3101, HN2 1969
CN3 2716, LN3 5686, HN3 3444
CN4 4291, LN4 7161, HN4 5929

CN0 5104, LN0 8074, HN0 6832
CN1 7689, LN1 0559, HN1 8317
CN2 9164, LN2 2034, HN2 0892
CN3 1649, LN3 4519, HN3 2377
CN4 3124, LN4 6094, HN4 4852

CN0 8031, LN0 1901, HN0 9769
CN1 0516, LN1 3486, HN1 1244
CN2 2091, LN2 5961, HN2 3729
CN3 4576, LN3 7446, HN3 5204
CN4 6051, LN4 9921, HN4 7789

CN0 5061, LN0 8931, HN0 6799
CN1 7546, LN1 0416, HN1 8274
CN2 9021, LN2 2991, HN2 0759
CN3 1506, LN3 4476, HN3 2234
CN4 3081, LN4 6951, HN4 4719

CN0 8437, LN0 1307, HN0 9165
CN1 0912, LN1 3882, HN1 1640
CN2 2497, LN2 5367, HN2 3125
CN3 4972, LN3 7842, HN3 5600
CN4 6457, LN4 9327, HN4 7185

CN0 9285, LN0 2155, HN0 0913
CN1 1760, LN1 4630, HN1 2498
CN2 3245, LN2 6115, HN2 4973
CN3 5720, LN3 8690, HN3 6458
CN4 7205, LN4 0175, HN4 8933

CN0 9408, LN0 2378, HN0 0136
CN1 1983, LN1 4853, HN1 2611
CN2 3468, LN2 6338, HN2 4196
CN3 5943, LN3 8813, HN3 6671
CN4 7428, LN4 0398, HN4 8156

CN0 9408, LN0 2378, HN0 0136
CN1 1983, LN1 4853, HN1 2611
CN2 3468, LN2 6338, HN2 4196
CN3 5943, LN3 8813, HN3 6671
CN4 7428, LN4 0398, HN4 8156

CN0 6275, LN0 9145, HN0 7903
CN1 8750, LN1 1620, HN1 9488
CN2 0235, LN2 3105, HN2 1963
CN3 2710, LN3 5680, HN3 3448
CN4 4295, LN4 7165, HN4 5923

CN0 2478, LN0 5348, HN0 3106
CN1 4953, LN1 7823, HN1 5681
CN2 6438, LN2 9308, HN2 7166
CN3 8913, LN3 1883, HN3 9641
CN4 0498, LN4 3368, HN4 1126

CN0 7329, LN0 0299, HN0 8057
CN1 9804, LN1 2774, HN1 0532
CN2 1389, LN2 4259, HN2 2017
CN3 3864, LN3 6734, HN3 4592
CN4 5349, LN4 8219, HN4 6077

CN0 8493, LN0 1363, HN0 9121
CN1 0978, LN1 3848, HN1 1606
CN2 2453, LN2 5323, HN2 3181
CN3 4938, LN3 7808, HN3 5666
CN4 6413, LN4 9383, HN4 7141

CN0 6872, LN0 9742, HN0 7500
CN1 8357, LN1 1227, HN1 9085
CN2 0832, LN2 3702, HN2 1560
CN3 2317, LN3 5287, HN3 3045
CN4 4892, LN4 7762, HN4 5520

CN0 7326, LN0 0296, HN0 8054
CN1 9801, LN1 2771, HN1 0539
CN2 1386, LN2 4256, HN2 2014
CN3 3861, LN3 6731, HN3 4599
CN4 5346, LN4 8216, HN4 6074

CN0 2831, LN0 5701, HN0 3569
CN1 4316, LN1 7286, HN1 5044
CN2 6891, LN2 9761, HN2 7529
CN3 8376, LN3 1246, HN3 9004
CN4 0851, LN4 3721, HN4 1589

CN0 2831, LN0 5701, HN0 3569
CN1 4316, LN1 7286, HN1 5044
CN2 6891, LN2 9761, HN2 7529
CN3 8376, LN3 1246, HN3 9004
CN4 0851, LN4 3721, HN4 1589

CN0 2438, LN0 5308, HN0 3166
CN1 4913, LN1 7883, HN1 5641
CN2 6498, LN2 9368, HN2 7126
CN3 8973, LN3 1843, HN3 9601
CN4 0458, LN4 3328, HN4 1186

CN0 4097, LN0 7967, HN0 5725
CN1 6572, LN1 9442, HN1 7200
CN2 8057, LN2 1927, HN2 9785
CN3 0532, LN3 3402, HN3 1260
CN4 2017, LN4 5987, HN4 3745

CN0 6871, LN0 9741, HN0 7509
CN1 8356, LN1 1226, HN1 9084
CN2 0831, LN2 3701, HN2 1569
CN3 2316, LN3 5286, HN3 3044
CN4 4891, LN4 7761, HN4 5529

CN0 5804, LN0 8774, HN0 6532
CN1 7389, LN1 0259, HN1 8017
CN2 9864, LN2 2734, HN2 0592
CN3 1349, LN3 4219, HN3 2077
CN4 3824, LN4 6794, HN4 4552

CN0 3508, LN0 6478, HN0 4236
CN1 5083, LN1 8953, HN1 6711
CN2 7568, LN2 0438, HN2 8296
CN3 9043, LN3 2913, HN3 0771
CN4 1528, LN4 4498, HN4 2256

CN0 7629, LN0 0599, HN0 8357
CN1 9104, LN1 2074, HN1 0832
CN2 1689, LN2 4559, HN2 2317
CN3 3164, LN3 6034, HN3 4892
CN4 5649, LN4 8519, HN4 6377

CN0 2731, LN0 5601, HN0 3469
CN1 4216, LN1 7186, HN1 5944
CN2 6791, LN2 9661, HN2 7429
CN3 8276, LN3 1146, HN3 9904
CN4 0751, LN4 3621, HN4 1489

CN0 2175, LN0 5045, HN0 3803
CN1 4650, LN1 7520, HN1 5388
CN2 6135, LN2 9005, HN2 7863
CN3 8610, LN3 1580, HN3 9348
CN4 0195, LN4 3065, HN4 1823

CN0 9104, LN0 2074, HN0 0832
CN1 1689, LN1 4559, HN1 2317
CN2 3164, LN2 6034, HN2 4892
CN3 5649, LN3 8519, HN3 6377
CN4 7124, LN4 0094, HN4 8852

CN0 4796, LN0 7666, HN0 5424
CN1 6271, LN1 9141, HN1 7909
CN2 8756, LN2 1626, HN2 9484
CN3 0231, LN3 3101, HN3 1969
CN4 2716, LN4 5686, HN4 3444

CN0 3986, LN0 6856, HN0 4614
CN1 5461, LN1 8331, HN1 6199
CN2 7946, LN2 0816, HN2 8674
CN3 9421, LN3 2391, HN3 0159
CN4 1906, LN4 4876, HN4 2634

CN0 8134, LN0 1004, HN0 9862
CN1 0619, LN1 3589, HN1 1347
CN2 2194, LN2 5064, HN2 3822
CN3 4679, LN3 7549, HN3 5307
CN4 6154, LN4 9024, HN4 7882

CN0 3682, LN0 6552, HN0 4310
CN1 5167, LN1 8037, HN1 6895
CN2 7642, LN2 0512, HN2 8370
CN3 9127, LN3 2097, HN3 0855
CN4 1602, LN4 4572, HN4 2330

CN0 6578, LN0 9448, HN0 7206
CN1 8053, LN1 1923, HN1 9781
CN2 0538, LN2 3408, HN2 1266
CN3 2013, LN3 5983, HN3 3741
CN4 4598, LN4 7468, HN4 5226

CN0 2471, LN0 5341, HN0 3109
CN1 4956, LN1 7826, HN1 5684
CN2 6431, LN2 9301, HN2 7169
CN3 8916, LN3 1886, HN3 9644
CN4 0491, LN4 3361, HN4 1129

CN0 3589, LN0 6459, HN0 4217
CN1 5064, LN1 8934, HN1 6792
CN2 7549, LN2 0419, HN2 8277
CN3 9024, LN3 2994, HN3 0752
CN4 1509, LN4 4479, HN4 2237

CN0 4037, LN0 7907, HN0 5765
CN1 6512, LN1 9482, HN1 7240
CN2 8097, LN2 1967, HN2 9725
CN3 0572, LN3 3442, HN3 1200
CN4 2057, LN4 5927, HN4 3785

CN0 2497, LN0 5367, HN0 3125
CN1 4972, LN1 7842, HN1 5600
CN2 6457, LN2 9327, HN2 7185
CN3 8932, LN3 1802, HN3 9660
CN4 0417, LN4 3387, HN4 1145

CN0 6918, LN0 9888, HN0 7646
CN1 8493, LN1 1363, HN1 9121
CN2 0978, LN2 3848, HN2 1606
CN3 2453, LN3 5323, HN3 3181
CN4 4938, LN4 7808, HN4 5666

CN0 7923, LN0 0893, HN0 8651
CN1 9408, LN1 2378, HN1 0136
CN2 1983, LN2 4853, HN2 2611
CN3 3468, LN3 6338, HN3 4196
CN4 5943, LN4 8813, HN4 6671

CN0 9805, LN0 2775, HN0 0533
CN1 1380, LN1 4250, HN1 2018
CN2 3865, LN2 6735, HN2 4593
CN3 5340, LN3 8210, HN3 6078
CN4 7825, LN4 0795, HN4 8553

CN0 8034, LN0 1904, HN0 9762
CN1 0519, LN1 3489, HN1 1247
CN2 2094, LN2 5964, HN2 3722
CN3 4579, LN3 7449, HN3 5207
CN4 6054, LN4 9924, HN4 7782

CN0 7683, LN0 0553, HN0 8311
CN1 9168, LN1 2038, HN1 0896
CN2 1643, LN2 4513, HN2 2371
CN3 3128, LN3 6098, HN3 4856
CN4 5603, LN4 8573, HN4 6331

CN0 6519, LN0 9489, HN0 7247
CN1 8094, LN1 1964, HN1 9722
CN2 0579, LN2 3449, HN2 1207
CN3 2054, LN3 5924, HN3 3782
CN4 4539, LN4 7409, HN4 5267

CN0 7329, LN0 0299, HN0 8057
CN1 9804, LN1 2774, HN1 0532
CN2 1389, LN2 4259, HN2 2017
CN3 3864, LN3 6734, HN3 4592
CN4 5349, LN4 8219, HN4 6077

CN0 9104, LN0 2074, HN0 0832
CN1 1689, LN1 4559, HN1 2317
CN2 3164, LN2 6034, HN2 4892
CN3 5649, LN3 8519, HN3 6377
CN4 7124, LN4 0094, HN4 8852

CN0 2837, LN0 5707, HN0 3565
CN1 4312, LN1 7282, HN1 5040
CN2 6897, LN2 9767, HN2 7525
CN3 8372, LN3 1242, HN3 9000
CN4 0857, LN4 3727, HN4 1585

CN0 3985, LN0 6855, HN0 4613
CN1 5460, LN1 8330, HN1 6198
CN2 7945, LN2 0815, HN2 8673
CN3 9420, LN3 2390, HN3 0158
CN4 1905, LN4 4875, HN4 2633

CN0 4916, LN0 7886, HN0 5644
CN1 6491, LN1 9361, HN1 7129
CN2 8976, LN2 1846, HN2 9604
CN3 0451, LN3 3321, HN3 1189
CN4 2936, LN4 5806, HN4 3664

CN0 9105, LN0 2075, HN0 0833
CN1 1680, LN1 4550, HN1 2318
CN2 3165, LN2 6035, HN2 4893
CN3 5640, LN3 8510, HN3 6378
CN4 7125, LN4 0095, HN4 8853

CN0 8031, LN0 1901, HN0 9769
CN1 0516, LN1 3486, HN1 1244
CN2 2091, LN2 5961, HN2 3729
CN3 4576, LN3 7446, HN3 5204
CN4 6051, LN4 9921, HN4 7789

CN0 7023, LN0 0993, HN0 8751
CN1 9508, LN1 2478, HN1 0236
CN2 1083, LN2 4953, HN2 2711
CN3 3568, LN3 6438, HN3 4296
CN4 5043, LN4 8913, HN4 6771

CN0 2518, LN0 5488, HN0 3246
CN1 4093, LN1 7963, HN1 5721
CN2 6578, LN2 9448, HN2 7206
CN3 8053, LN3 1923, HN3 9781
CN4 0538, LN4 3408, HN4 1266

CN0 8130, LN0 1000, HN0 9868
CN1 0615, LN1 3585, HN1 1343
CN2 2190, LN2 5060, HN2 3828
CN3 4675, LN3 7545, HN3 5303
CN4 6150, LN4 9020, HN4 7888

CN0 5704, LN0 8674, HN0 6432
CN1 7289, LN1 0159, HN1 8917
CN2 9764, LN2 2634, HN2 0492
CN3 1249, LN3 4119, HN3 2977
CN4 3724, LN4 6694, HN4 4452

CN0 8730, LN0 1600, HN0 9468
CN1 0215, LN1 3185, HN1 1943
CN2 2790, LN2 5660, HN2 3428
CN3 4275, LN3 7145, HN3 5903
CN4 6750, LN4 9620, HN4 7488

CN0 2475, LN0 5345, HN0 3103
CN1 4950, LN1 7820, HN1 5688
CN2 6435, LN2 9305, HN2 7163
CN3 8910, LN3 1880, HN3 9648
CN4 0495, LN4 3365, HN4 1123

CN0 6275, LN0 9145, HN0 7903
CN1 8750, LN1 1620, HN1 9488
CN2 0235, LN2 3105, HN2 1963
CN3 2710, LN3 5680, HN3 3448
CN4 4295, LN4 7165, HN4 5923

CN0 2137, LN0 5007, HN0 3865
CN1 4612, LN1 7582, HN1 5340
CN2 6197, LN2 9067, HN2 7825
CN3 8672, LN3 1542, HN3 9300
CN4 0157, LN4 3027, HN4 1885

CN0 8134, LN0 1004, HN0 9862
CN1 0619, LN1 3589, HN1 1347
CN2 2194, LN2 5064, HN2 3822
CN3 4679, LN3 7549, HN3 5307
CN4 6154, LN4 9024, HN4 7882

CN0 4796, LN0 7666, HN0 5424
CN1 6271, LN1 9141, HN1 7909
CN2 8756, LN2 1626, HN2 9484
CN3 0231, LN3 3101, HN3 1969
CN4 2716, LN4 5686, HN4 3444

CN0 4796, LN0 7666, HN0 5424
CN1 6271, LN1 9141, HN1 7909
CN2 8756, LN2 1626, HN2 9484
CN3 0231, LN3 3101, HN3 1969
CN4 2716, LN4 5686, HN4 3444

CN0 2437, LN0 5307, HN0 3165
CN1 4912, LN1 7882, HN1 5640
CN2 6497, LN2 9367, HN2 7125
CN3 8972, LN3 1842, HN3 9600
CN4 0457, LN4 3327, HN4 1185

CN0 4730, LN0 7600, HN0 5468
CN1 6215, LN1 9185, HN1 7943
CN2 8790, LN2 1660, HN2 9428
CN3 0275, LN3 3145, HN3 1903
CN4 2750, LN4 5620, HN4 3488

CN0 7986, LN0 0856, HN0 8614
CN1 9461, LN1 2331, HN1 0199
CN2 1946, LN2 4816, HN2 2674
CN3 3421, LN3 6391, HN3 4159
CN4 5906, LN4 8876, HN4 6634

CN0 6871, LN0 9741, HN0 7509
CN1 8356, LN1 1226, HN1 9084
CN2 0831, LN2 3701, HN2 1569
CN3 2316, LN3 5286, HN3 3044
CN4 4891, LN4 7761, HN4 5529

CN0 6871, LN0 9741, HN0 7509
CN1 8356, LN1 1226, HN1 9084
CN2 0831, LN2 3701, HN2 1569
