NS50 VALID
CN0 7342, LN0 5519, HN0 7826
CN3 7906, LN3 5173, HN3 7480
CN4 1394, LN4 9561, HN4 1878
CN5 5782, LN5 3959, HN5 5266
CN6 9170, LN6 7347, HN6 9654
CN7 3568, LN7 1735, HN7 3042

CN0 9354, LN0 7521, HN0 9838
CN1 3742, LN1 1919, HN1 3226
CN2 7130, LN2 5307, HN2 7614
CN3 1528, LN3 9795, HN3 1002
CN4 5916, LN4 3183, HN4 5490
CN5 9304, LN5 7571, HN5 9888
CN6 3792, LN6 1969, HN6 3276
CN7 7180, LN7 5357, HN7 7664

CN0 5798, LN0 3965, HN0 5272
CN1 9186, LN1 7353, HN1 9660
CN2 3574, LN2 1741, HN2 3058
CN3 7962, LN3 5139, HN3 7446
CN4 1350, LN4 9527, HN4 1834
CN5 5748, LN5 3915, HN5 5222
CN6 9136, LN6 7303, HN6 9610
CN7 3524, LN7 1791, HN7 3008

CN0 6821, LN0 4098, HN0 6305
CN1 0219, LN1 8486, HN1 0793
CN2 4607, LN2 2874, HN2 4181
CN3 8095, LN3 6262, HN3 8579
CN4 2483, LN4 0650, HN4 2967
CN5 6871, LN5 4048, HN5 6355
CN6 0269, LN6 8436, HN6 0743
CN7 4657, LN7 2824, HN7 4131

CN0 2897, LN0 0064, HN0 2371
CN1 6285, LN1 4452, HN1 6769
CN2 0673, LN2 8840, HN2 0157
CN3 4061, LN3 2238, HN3 4545
CN4 8459, LN4 6626, HN4 8933
CN5 2847, LN5 0014, HN5 2321
CN6 6235, LN6 4402, HN6 6719
CN7 0623, LN7 8890, HN7 0107

CN0 7354, LN0 5521, HN0 7838
CN1 1742, LN1 9919, HN1 1226
CN2 5130, LN2 3307, HN2 5614
CN3 9528, LN3 7795, HN3 9002
CN4 3916, LN4 1183, HN4 3490
CN5 7304, LN5 5571, HN5 7888
CN6 1792, LN6 9969, HN6 1276
CN7 5180, LN7 3357, HN7 5664

CN0 7398, LN0 5565, HN0 7872
CN1 1786, LN1 9953, HN1 1260
CN2 5174, LN2 3341, HN2 5658
CN3 9562, LN3 7739, HN3 9046
CN4 3950, LN4 1127, HN4 3434
CN5 7348, LN5 5515, HN5 7822
CN6 1736, LN6 9903, HN6 1210
CN7 5124, LN7 3391, HN7 5608

CN0 2631, LN0 0808, HN0 2115
CN1 6029, LN1 4296, HN1 6503
CN2 0417, LN2 8684, HN2 0991
CN3 4805, LN3 2072, HN3 4389
CN4 8293, LN4 6460, HN4 8777
CN5 2681, LN5 0858, HN5 2165
CN6 6079, LN6 4246, HN6 6553
CN7 0467, LN7 8634, HN7 0941

CN0 1320, LN0 9597, HN0 1804
CN1 5718, LN1 3985, HN1 5292
CN2 9106, LN2 7373, HN2 9680
CN3 3594, LN3 1761, HN3 3078
CN4 7982, LN4 5159, HN4 7466
CN5 1370, LN5 9547, HN5 1854
CN6 5768, LN6 3935, HN6 5242
CN7 9156, LN7 7323, HN7 9630

CN0 7586, LN0 5753, HN0 7060
CN1 1974, LN1 9141, HN1 1458
CN2 5362, LN2 3539, HN2 5846
CN3 9750, LN3 7927, HN3 9234
CN4 3148, LN4 1315, HN4 3622
CN5 7536, LN5 5703, HN5 7010
CN6 1924, LN6 9191, HN6 1408
CN7 5312, LN7 3589, HN7 5896

CN0 9586, LN0 7753, HN0 9060
CN1 3974, LN1 1141, HN1 3458
CN2 7362, LN2 5539, HN2 7846
CN3 1750, LN3 9927, HN3 1234
CN4 5148, LN4 3315, HN4 5622
CN5 9536, LN5 7703, HN5 9010
CN6 3924, LN6 1191, HN6 3408
CN7 7312, LN7 5589, HN7 7896

CN0 6487, LN0 4654, HN0 6961
CN1 0875, LN1 8042, HN1 0359
CN2 4263, LN2 2430, HN2 4747
CN3 8651, LN3 6828, HN3 8135
CN4 2049, LN4 0216, HN4 2523
CN5 6437, LN5 4604, HN5 6911
CN6 0825, LN6 8092, HN6 0309
CN7 4213, LN7 2480, HN7 4797

CN0 5142, LN0 3319, HN0 5626
CN1 9530, LN1 7707, HN1 9014
CN2 3928, LN2 1195, HN2 3402
CN3 7316, LN3 5583, HN3 7890
CN4 1704, LN4 9971, HN4 1288
CN5 5192, LN5 3369, HN5 5676
CN6 9580, LN6 7757, HN6 9064
CN7 3978, LN7 1145, HN7 3452

CN0 9320, LN0 7597, HN0 9804
CN1 3718, LN1 1985, HN1 3292
CN2 7106, LN2 5373, HN2 7680
CN3 1594, LN3 9761, HN3 1078
CN4 5982, LN4 3159, HN4 5466
CN5 9370, LN5 7547, HN5 9854
CN6 3768, LN6 1935, HN6 3242
CN7 7156, LN7 5323, HN7 7630

CN0 5364, LN0 3531, HN0 5848
CN1 9752, LN1 7929, HN1 9236
CN2 3140, LN2 1317, HN2 3624
CN3 7538, LN3 5705, HN3 7012
CN4 1926, LN4 9193, HN4 1400
CN5 5314, LN5 3581, HN5 5898
CN6 9702, LN6 7979, HN6 9286
CN7 3190, LN7 1367, HN7 3674

CN0 6853, LN0 4020, HN0 6337
CN1 0241, LN1 8418, HN1 0725
CN2 4639, LN2 2806, HN2 4113
CN3 8027, LN3 6294, HN3 8501
CN4 2415, LN4 0682, HN4 2999
CN5 6803, LN5 4070, HN5 6387
CN6 0291, LN6 8468, HN6 0775
CN7 4689, LN7 2856, HN7 4163

CN0 5186, LN0 3353, HN0 5660
CN1 9574, LN1 7741, HN1 9058
CN2 3962, LN2 1139, HN2 3446
CN3 7350, LN3 5527, HN3 7834
CN4 1748, LN4 9915, HN4 1222
CN5 5136, LN5 3303, HN5 5610
CN6 9524, LN6 7791, HN6 9008
CN7 3912, LN7 1189, HN7 3496

CN0 0821, LN0 8098, HN0 0305
CN1 4219, LN1 2486, HN1 4793
CN2 8607, LN2 6874, HN2 8181
CN3 2095, LN3 0262, HN3 2579
CN4 6483, LN4 4650, HN4 6967
CN5 0871, LN5 8048, HN5 0355
CN6 4269, LN6 2436, HN6 4743
CN7 8657, LN7 6824, HN7 8131

CN0 1354, LN0 9521, HN0 1838
CN1 5742, LN1 3919, HN1 5226
CN2 9130, LN2 7307, HN2 9614
CN3 3528, LN3 1795, HN3 3002
CN4 7916, LN4 5183, HN4 7490
CN5 1304, LN5 9571, HN5 1888
CN6 5792, LN6 3969, HN6 5276
CN7 9180, LN7 7357, HN7 9664

CN0 1954, LN0 9121, HN0 1438
CN1 5342, LN1 3519, HN1 5826
CN2 9730, LN2 7907, HN2 9214
CN3 3128, LN3 1395, HN3 3602
CN4 7516, LN4 5783, HN4 7090
CN5 1904, LN5 9171, HN5 1488
CN6 5392, LN6 3569, HN6 5876
CN7 9780, LN7 7957, HN7 9264

CN0 2697, LN0 0864, HN0 2171
CN1 6085, LN1 4252, HN1 6569
CN2 0473, LN2 8640, HN2 0957
CN3 4861, LN3 2038, HN3 4345
CN4 8259, LN4 6426, HN4 8733
CN5 2647, LN5 0814, HN5 2121
CN6 6035, LN6 4202, HN6 6519
CN7 0423, LN7 8690, HN7 0907

CN0 7142, LN0 5319, HN0 7626
CN1 1530, LN1 9707, HN1 1014
CN2 5928, LN2 3195, HN2 5402
CN3 9316, LN3 7583, HN3 9890
CN4 3704, LN4 1971, HN4 3288
CN5 7192, LN5 5369, HN5 7676
CN6 1580, LN6 9757, HN6 1064
CN7 5978, LN7 3145, HN7 5452

CN0 2453, LN0 0620, HN0 2937
CN1 6841, LN1 4018, HN1 6325
CN2 0239, LN2 8406, HN2 0713
CN3 4627, LN3 2894, HN3 4101
CN4 8015, LN4 6282, HN4 8599
CN5 2403, LN5 0670, HN5 2987
CN6 6891, LN6 4068, HN6 6375
CN7 0289, LN7 8456, HN7 0763

CN0 6297, LN0 4464, HN0 6771
CN1 0685, LN1 8852, HN1 0169
CN2 4073, LN2 2240, HN2 4557
CN3 8461, LN3 6638, HN3 8945
CN4 2859, LN4 0026, HN4 2333
CN5 6247, LN5 4414, HN5 6721
CN6 0635, LN6 8802, HN6 0119
CN7 4023, LN7 2290, HN7 4507

CN0 2487, LN0 0654, HN0 2961
CN1 6875, LN1 4042, HN1 6359
CN2 0263, LN2 8430, HN2 0747
CN3 4651, LN3 2828, HN3 4135
CN4 8049, LN4 6216, HN4 8523
CN5 2437, LN5 0604, HN5 2911
CN6 6825, LN6 4092, HN6 6309
CN7 0213, LN7 8480, HN7 0797

CN0 0621, LN0 8898, HN0 0105
CN1 4019, LN1 2286, HN1 4593
CN2 8407, LN2 6674, HN2 8981
CN3 2895, LN3 0062, HN3 2379
CN4 6283, LN4 4450, HN4 6767
CN5 0671, LN5 8848, HN5 0155
CN6 4069, LN6 2236, HN6 4543
CN7 8457, LN7 6624, HN7 8931

CN0 0475, LN0 8642, HN0 0959
CN1 4863, LN1 2030, HN1 4347
CN2 8251, LN2 6428, HN2 8735
CN3 2649, LN3 0816, HN3 2123
CN4 6037, LN4 4204, HN4 6511
CN5 0425, LN5 8692, HN5 0909
CN6 4813, LN6 2080, HN6 4397
CN7 8201, LN7 6478, HN7 8785

CN0 7186, LN0 5353, HN0 7660
CN1 1574, LN1 9741, HN1 1058
CN2 5962, LN2 3139, HN2 5446
CN3 9350, LN3 7527, HN3 9834
CN4 3748, LN4 1915, HN4 3222
CN5 7136, LN5 5303, HN5 7610
CN6 1524, LN6 9791, HN6 1008
CN7 5912, LN7 3189, HN7 5496

CN0 8475, LN0 6642, HN0 8959
CN1 2863, LN1 0030, HN1 2347
CN2 6251, LN2 4428, HN2 6735
CN3 0649, LN3 8816, HN3 0123
CN4 4037, LN4 2204, HN4 4511
CN5 8425, LN5 6692, HN5 8909
CN6 2813, LN6 0080, HN6 2397
CN7 6201, LN7 4478, HN7 6785

CN0 6075, LN0 4242, HN0 6559
CN1 0463, LN1 8630, HN1 0947
CN2 4851, LN2 2028, HN2 4335
CN3 8249, LN3 6416, HN3 8723
CN4 2637, LN4 0804, HN4 2111
CN5 6025, LN5 4292, HN5 6509
CN6 0413, LN6 8680, HN6 0997
CN7 4801, LN7 2078, HN7 4385

CN0 1598, LN0 9765, HN0 1072
CN1 5986, LN1 3153, HN1 5460
CN2 9374, LN2 7541, HN2 9858
CN3 3762, LN3 1939, HN3 3246
CN4 7150, LN4 5327, HN4 7634
CN5 1548, LN5 9715, HN5 1022
CN6 5936, LN6 3103, HN6 5410
CN7 9324, LN7 7591, HN7 9808

CN0 2853, LN0 0020, HN0 2337
CN1 6241, LN1 4418, HN1 6725
CN2 0639, LN2 8806, HN2 0113
CN3 4027, LN3 2294, HN3 4501
CN4 8415, LN4 6682, HN4 8999
CN5 2803, LN5 0070, HN5 2387
CN6 6291, LN6 4468, HN6 6775
CN7 0689, LN7 8856, HN7 0163

CN0 1320, LN0 9597, HN0 1804
CN1 5718, LN1 3985, HN1 5292
CN2 9106, LN2 7373, HN2 9680
CN3 3594, LN3 1761, HN3 3078
CN4 7982, LN4 5159, HN4 7466
CN5 1370, LN5 9547, HN5 1854
CN6 5768, LN6 3935, HN6 5242
CN7 9156, LN7 7323, HN7 9630

CN0 0621, LN0 8898, HN0 0105
CN1 4019, LN1 2286, HN1 4593
CN2 8407, LN2 6674, HN2 8981
CN3 2895, LN3 0062, HN3 2379
CN4 6283, LN4 4450, HN4 6767
CN5 0671, LN5 8848, HN5 0155
CN6 4069, LN6 2236, HN6 4543
CN7 8457, LN7 6624, HN7 8931

CN0 5186, LN0 3353, HN0 5660
CN1 9574, LN1 7741, HN1 9058
CN2 3962, LN2 1139, HN2 3446
CN3 7350, LN3 5527, HN3 7834
CN4 1748, LN4 9915, HN4 1222
CN5 5136, LN5 3303, HN5 5610
CN6 9524, LN6 7791, HN6 9008
CN7 3912, LN7 1189, HN7 3496

CN0 1954, LN0 9121, HN0 1438
CN1 5342, LN1 3519, HN1 5826
CN2 9730, LN2 7907, HN2 9214
CN3 3128, LN3 1395, HN3 3602
CN4 7516, LN4 5783, HN4 7090
CN5 1904, LN5 9171, HN5 1488
CN6 5392, LN6 3569, HN6 5876
CN7 9780, LN7 7957, HN7 9264

CN0 0821, LN0 8098, HN0 0305
CN1 4219, LN1 2486, HN1 4793
CN2 8607, LN2 6874, HN2 8181
CN3 2095, LN3 0262, HN3 2579
CN4 6483, LN4 4650, HN4 6967
CN5 0871, LN5 8048, HN5 0355
CN6 4269, LN6 2436, HN6 4743
CN7 8657, LN7 6824, HN7 8131

CN0 8621, LN0 6898, HN0 8105
CN1 2019, LN1 0286, HN1 2593
CN2 6407, LN2 4674, HN2 6981
CN3 0895, LN3 8062, HN3 0379
CN4 4283, LN4 2450, HN4 4767
CN5 8671, LN5 6848, HN5 8155
CN6 2069, LN6 0236, HN6 2543
CN7 6457, LN7 4624, HN7 6931

CN0 5120, LN0 3397, HN0 5604
CN1 9518, LN1 7785, HN1 9092
CN2 3906, LN2 1173, HN2 3480
CN3 7394, LN3 5561, HN3 7878
CN4 1782, LN4 9959, HN4 1266
CN5 5170, LN5 3347, HN5 5654
CN6 9568, LN6 7735, HN6 9042
CN7 3956, LN7 1123, HN7 3430

CN0 1598, LN0 9765, HN0 1072
CN1 5986, LN1 3153, HN1 5460
CN2 9374, LN2 7541, HN2 9858
CN3 3762, LN3 1939, HN3 3246
CN4 7150, LN4 5327, HN4 7634
CN5 1548, LN5 9715, HN5 1022
CN6 5936, LN6 3103, HN6 5410
CN7 9324, LN7 7591, HN7 9808

CN0 2653, LN0 0820, HN0 2137
CN1 6041, LN1 4218, HN1 6525
CN2 0439, LN2 8606, HN2 0913
CN3 4827, LN3 2094, HN3 4301
CN4 8215, LN4 6482, HN4 8799
CN5 2603, LN5 0870, HN5 2187
CN6 6091, LN6 4268, HN6 6575
CN7 0489, LN7 8656, HN7 0963

CN0 8021, LN0 6298, HN0 8505
CN1 2419, LN1 0686, HN1 2993
CN2 6807, LN2 4074, HN2 6381
CN3 0295, LN3 8462, HN3 0779
CN4 4683, LN4 2850, HN4 4167
CN5 8071, LN5 6248, HN5 8555
CN6 2469, LN6 0636, HN6 2943
CN7 6857, LN7 4024, HN7 6331

